Country,Year,Suicides number,Life expectancy,Adult Mortality,Infant deaths,Alcohol,Under-five deaths,HIV/AIDS,GDP,Population,Income composition of resources,Schooling
Colombia,2006,2177.0,73.1,147.0,15,4.53,17,0.1,379.78776,43835722.0,0.669,11.5
Colombia,2007,2181.0,73.5,144.0,14,4.66,17,0.1,4674.21961,44374572.0,0.675,11.9
Colombia,2008,2220.0,73.5,146.0,14,4.45,16,0.1,5433.7245,4491544.0,0.683,12.2
Colombia,2009,2249.0,73.6,15.0,13,4.34,15,0.1,5148.422113,45416181.0,0.691,12.4
Colombia,2010,2107.0,73.6,15.0,12,4.28,15,0.1,625.65544,4591897.0,0.695,12.8
Colombia,2011,2044.0,74.2,144.0,12,4.37,14,0.1,7227.73968,4646646.0,0.7,13.0
Colombia,2012,2119.0,74.3,143.0,11,4.44,13,0.1,7884.984429,46881475.0,0.707,13.2
Colombia,2013,2068.0,74.4,145.0,11,4.41,13,0.1,83.5863,47342981.0,0.712,13.3
Colombia,2014,2126.0,74.6,144.0,11,4.38,12,0.1,7913.383432,47791911.0,0.72,13.6
Colombia,2015,2332.0,74.8,143.0,10,4.38,12,0.1,644.525556,48228697.0,0.724,13.6
Costa Rica,2000,239.0,77.6,98.0,1,4.34,1,0.1,388.363689,3925443.0,0.702,11.6
Costa Rica,2001,198.0,77.5,1.0,1,4.29,1,0.1,3981.52847,3996798.0,0.708,11.7
Costa Rica,2002,275.0,78.3,99.0,1,4.17,1,0.1,462.14965,46324.0,0.712,11.9
Costa Rica,2003,315.0,78.0,1.0,1,4.04,1,0.1,4167.71417,4125971.0,0.715,12.1
Costa Rica,2004,325.0,77.7,12.0,1,4.09,1,0.1,4425.57467,418738.0,0.719,12.2
Costa Rica,2005,272.0,78.6,97.0,1,4.1,1,0.1,4697.11135,4247841.0,0.723,12.4
Costa Rica,2006,350.0,78.0,16.0,1,4.15,1,0.1,5245.187372,438794.0,0.727,12.6
Costa Rica,2007,270.0,78.9,93.0,1,4.2,1,0.1,612.623418,4369469.0,0.734,12.8
Costa Rica,2008,261.0,78.9,99.0,1,4.22,1,0.1,6911.136136,442958.0,0.74,12.9
Costa Rica,2009,278.0,79.2,96.0,1,4.07,1,0.1,689.396224,4488263.0,0.747,13.1
Costa Rica,2010,311.0,78.1,16.0,1,3.58,1,0.1,8199.414621,454528.0,0.749,13.3
Costa Rica,2011,316.0,79.0,98.0,1,3.41,1,0.1,9186.59639,46474.0,0.752,13.4
Costa Rica,2012,302.0,79.2,97.0,1,3.34,1,0.1,9985.36959,4654122.0,0.758,13.6
Costa Rica,2013,311.0,79.4,96.0,1,3.42,1,0.1,1569.66631,47641.0,0.762,13.7
Costa Rica,2014,268.0,79.5,96.0,1,3.45,1,0.1,1647.44179,4757575.0,0.768,13.9
Croatia,2000,926.0,74.7,127.0,0,12.73,0,0.1,4919.62869,4426.0,0.739,12.2
Croatia,2001,881.0,74.9,126.0,0,13.15,0,0.1,5245.421419,444.0,0.749,12.3
Croatia,2002,874.0,74.8,124.0,0,13.39,0,0.1,653.71637,444.0,0.759,12.6
Croatia,2003,865.0,74.7,122.0,0,13.78,0,0.1,785.881418,444.0,0.765,12.9
Croatia,2004,871.0,75.4,114.0,0,13.11,0,0.1,9365.742468,4439.0,0.771,13.3
Croatia,2005,874.0,75.2,116.0,0,11.59,0,0.1,1224.2459,4442.0,0.777,13.6
Croatia,2006,796.0,75.9,113.0,0,11.83,0,0.1,11363.41845,444.0,0.783,13.9
Croatia,2007,775.0,75.8,114.0,0,12.56,0,0.1,13546.69872,4436.0,0.793,14.3
Croatia,2008,793.0,76.0,116.0,0,12.06,0,0.1,15893.8656,443458.0,0.8,14.3
Croatia,2009,790.0,76.3,19.0,0,12.21,0,0.1,14157.14416,442978.0,0.803,14.2
Croatia,2010,776.0,76.6,16.0,0,12.1,0,0.1,1355.74586,4417781.0,0.803,14.2
Croatia,2011,702.0,77.0,14.0,0,12.19,0,0.1,14539.18421,428622.0,0.808,14.5
Croatia,2012,776.0,77.1,14.0,0,11.49,0,0.1,13235.97757,4267558.0,0.815,14.6
Croatia,2013,692.0,77.7,97.0,0,12.39,0,0.1,13574.749,4255689.0,0.817,14.9
Croatia,2014,722.0,77.8,97.0,0,12.14,0,0.1,13467.46827,4238389.0,0.82,15.1
Croatia,2015,739.0,78.0,95.0,0,12.14,0,0.1,11579.6674,42364.0,0.823,15.3
Cuba,2000,1845.0,76.9,115.0,1,3.92,1,0.1,2741.11542,10397209.0,0.679,12.1
Cuba,2001,1652.0,76.7,115.0,1,4.04,1,0.1,2832.188893,10433428.0,0.686,12.3
Cuba,2002,1606.0,77.7,19.0,1,4.1,1,0.1,2994.339988,10479415.0,0.692,12.5
Cuba,2003,1499.0,77.4,18.0,1,4.39,1,0.1,3192.669378,10531074.0,0.694,12.9
Cuba,2004,1515.0,77.3,17.0,1,4.38,1,0.1,339.716256,10578701.0,0.705,13.2
Cuba,2005,1397.0,77.2,19.0,1,4.48,1,0.1,3779.577,10616406.0,0.719,14.2
Cuba,2006,1376.0,78.0,14.0,1,4.17,1,0.1,4669.6916,10653638.0,0.732,14.7
Cuba,2007,1307.0,78.1,14.0,1,4.13,1,0.1,5184.494227,10678023.0,0.754,16.0
Cuba,2008,1377.0,77.9,12.0,1,4.26,1,0.1,5376.447622,10693814.0,0.771,17.1
Cuba,2009,1477.0,78.1,11.0,1,4.01,1,0.1,5484.7763,10708230.0,0.782,17.7
Cuba,2010,1558.0,78.0,98.0,1,4.13,1,0.1,5676.14143,10725848.0,0.784,17.6
Cuba,2011,1529.0,78.8,92.0,1,4.14,1,0.1,675.92436,10748034.0,0.78,16.5
Cuba,2012,1495.0,78.7,96.0,1,4.16,1,0.1,6425.941119,10770535.0,0.778,15.7
Cuba,2013,1499.0,78.7,96.0,1,4.18,1,0.1,676.15344,10792690.0,0.773,14.7
Cuba,2014,1453.0,79.0,93.0,1,4.37,1,0.1,75.5199,10813411.0,0.772,14.0
Cuba,2015,1511.0,79.1,92.0,1,4.37,1,0.1,762.261218,10832068.0,0.773,13.9
Cyprus,2000,7.0,78.1,7.0,0,9.56,0,0.1,14672.8826,943286.0,0.798,12.5
Cyprus,2004,7.0,78.6,65.0,0,13.03,0,0.1,23932.49128,1141.0,0.823,13.4
Cyprus,2005,17.0,78.7,65.0,0,11.41,0,0.1,25324.48666,127658.0,0.826,13.5
Cyprus,2006,19.0,78.8,64.0,0,11.47,0,0.1,27169.99256,14559.0,0.829,13.4
Cyprus,2007,19.0,78.9,63.0,0,11.56,0,0.1,31386.63265,163712.0,0.836,13.5
Cyprus,2008,41.0,79.1,62.0,0,12.01,0,0.1,3539.7488,181563.0,0.844,13.7
Cyprus,2009,32.0,79.3,6.0,0,10.8,0,0.1,3215.8159,19876.0,0.849,14.1
Cyprus,2010,38.0,79.5,59.0,0,11.32,0,0.1,3818.46396,111267.0,0.853,14.6
Cyprus,2011,30.0,79.7,57.0,0,10.69,0,0.1,32233.83942,1124835.0,0.847,13.8
Cyprus,2012,36.0,80.0,56.0,0,10.55,0,0.1,28951.15556,113562.0,0.85,13.8
Cyprus,2013,45.0,81.0,54.0,0,9.04,0,0.1,2797.96736,1143896.0,0.85,13.8
Cyprus,2014,44.0,83.0,53.0,0,0.01,0,0.1,2734.88382,115239.0,0.85,14.0
Cyprus,2015,40.0,85.0,52.0,0,0.01,0,0.1,2375.1127,116985.0,0.854,14.3
Denmark,2000,728.0,76.9,12.0,0,11.69,0,0.1,3743.55917,5339616.0,0.86,16.5
Denmark,2001,727.0,77.0,12.0,0,11.56,0,0.1,3751.64946,5358783.0,0.862,16.2
Denmark,2002,688.0,77.0,14.0,0,11.34,0,0.1,33228.69291,5375931.0,0.875,16.6
Denmark,2003,633.0,77.3,11.0,0,11.54,0,0.1,4458.7764,539574.0,0.882,16.3
Denmark,2004,661.0,77.7,98.0,0,11.27,0,0.1,46511.6457,544523.0,0.893,16.5
Denmark,2005,631.0,78.1,92.0,0,11.28,0,0.1,48799.8237,5419432.0,0.897,16.6
Denmark,2006,650.0,78.1,93.0,0,11.02,0,0.1,5226.99311,5437272.0,0.902,16.9
Denmark,2007,581.0,78.4,93.0,0,10.99,0,0.1,58487.451,5461438.0,0.904,16.7
Denmark,2008,603.0,78.8,88.0,0,10.7,0,0.1,64322.6664,5493621.0,0.906,16.8
Denmark,2009,622.0,78.9,86.0,0,10.08,0,0.1,58163.29359,552395.0,0.906,16.8
Denmark,2010,563.0,79.2,84.0,0,10.28,0,0.1,5841.41122,5547683.0,0.906,16.8
Denmark,2011,589.0,79.7,79.0,0,10.47,0,0.1,61753.667,557572.0,0.91,16.9
Denmark,2012,661.0,80.0,76.0,0,9.26,0,0.1,5857.521,5591572.0,0.922,18.4
Denmark,2013,610.0,81.0,75.0,0,9.5,0,0.1,61191.19263,5614932.0,0.924,18.7
Denmark,2014,629.0,84.0,73.0,0,9.64,0,0.1,62425.5392,5643475.0,0.926,19.2
Denmark,2015,564.0,86.0,71.0,0,9.64,0,0.1,5314.64416,5683483.0,0.923,19.2
Dominican Republic,2000,148.0,72.0,176.0,7,6.58,9,2.5,282.4242,8562622.0,0.651,12.2
Dominican Republic,2001,152.0,71.2,188.0,7,6.13,9,2.5,2862.154836,8697126.0,0.656,12.3
Dominican Republic,2002,137.0,71.4,189.0,7,6.43,8,2.4,38.46578,8832285.0,0.66,12.3
Dominican Republic,2003,156.0,73.0,22.0,7,6.32,8,2.3,2372.628827,896776.0,0.665,12.4
Dominican Republic,2004,149.0,69.3,214.0,7,5.16,8,2.1,2421.9662,912998.0,0.666,12.5
Dominican Republic,2005,221.0,69.7,28.0,7,5.71,8,2.0,3681.5993,9237566.0,0.668,12.6
Dominican Republic,2006,157.0,72.3,178.0,7,6.2,8,1.8,3836.468771,9371338.0,0.677,12.6
Dominican Republic,2007,169.0,72.9,164.0,6,6.05,8,1.6,4647.31359,954353.0,0.685,12.7
Dominican Republic,2008,184.0,73.3,161.0,6,6.12,8,1.4,511.37937,963652.0,0.692,12.8
Dominican Republic,2009,203.0,73.6,157.0,6,6.05,8,1.2,4952.67753,9767758.0,0.695,12.9
Dominican Republic,2010,210.0,72.7,166.0,6,6.02,8,0.9,5451.6696,9897985.0,0.697,12.9
Dominican Republic,2011,221.0,73.1,16.0,6,5.91,7,0.7,5759.643,12795.0,0.703,13.0
Dominican Republic,2012,254.0,72.1,174.0,6,5.93,7,0.4,5968.876767,115495.0,0.706,13.1
Dominican Republic,2013,445.0,73.4,157.0,6,5.93,7,0.3,627.55544,1281296.0,0.709,13.2
Ecuador,2000,534.0,72.8,163.0,9,3.99,11,0.3,1451.29776,12628596.0,0.668,12.4
Ecuador,2001,584.0,73.4,158.0,9,4.13,10,0.3,193.741571,12852755.0,0.67,12.4
Ecuador,2002,577.0,73.6,157.0,8,3.88,10,0.3,2183.966796,13726.0,0.675,12.5
Ecuador,2003,675.0,74.4,151.0,8,3.69,10,0.3,244.46898,1328961.0,0.679,12.6
Ecuador,2004,791.0,74.4,148.0,8,3.65,9,0.3,278.557892,1359647.0,0.682,12.7
Ecuador,2005,943.0,74.2,151.0,8,3.54,9,0.3,321.942547,13735233.0,0.688,12.8
Ecuador,2006,900.0,74.4,144.0,8,3.52,9,0.3,335.786541,1396748.0,0.693,12.8
Ecuador,2007,1005.0,74.7,14.0,7,3.63,9,0.2,359.71886,1425453.0,0.696,12.9
Ecuador,2008,928.0,74.6,139.0,7,3.76,9,0.1,4274.95265,14447562.0,0.698,13.0
Ecuador,2009,964.0,75.1,137.0,7,3.87,8,0.1,4255.56571,14691275.0,0.702,13.1
Ecuador,2010,912.0,75.0,134.0,7,3.95,8,0.1,4657.32361,1493469.0,0.703,13.1
Ecuador,2011,918.0,75.3,131.0,7,3.99,8,0.1,5223.351763,15177355.0,0.71,13.2
Ecuador,2012,976.0,75.5,127.0,7,3.92,8,0.1,572.14313,15419666.0,0.717,13.3
Ecuador,2013,676.0,76.0,121.0,6,3.77,8,0.1,674.9829,15661547.0,0.725,13.4
Ecuador,2014,734.0,76.0,121.0,6,3.82,7,0.1,6432.216537,1593112.0,0.737,14.0
Ecuador,2015,1073.0,76.2,118.0,6,3.82,7,0.1,625.62224,16144368.0,0.739,14.0
Egypt,2000,48.0,68.8,171.0,65,0.14,82,0.1,625.62224,61633355.0,0.606,11.0
Egypt,2001,49.0,68.6,177.0,63,0.14,78,0.1,625.62224,62831800.0,0.612,11.1
Egypt,2002,36.0,68.7,177.0,61,0.15,75,0.1,625.62224,64048864.0,0.617,11.2
Egypt,2003,42.0,68.6,178.0,59,0.15,72,0.1,625.62224,65284981.0,0.621,11.3
Egypt,2004,54.0,69.0,176.0,57,0.16,70,0.1,625.62224,61349608.0,0.623,11.2
Egypt,2005,52.0,69.4,174.0,56,0.16,68,0.1,625.62224,62531684.0,0.629,11.4
Egypt,2006,43.0,69.5,175.0,55,0.18,66,0.1,625.62224,63678464.0,0.636,11.5
Egypt,2007,32.0,69.7,171.0,55,0.21,65,0.1,625.62224,64938649.0,0.644,11.7
Egypt,2008,41.0,69.8,172.0,54,0.24,65,0.1,625.62224,67134585.0,0.651,11.9
Egypt,2009,52.0,69.9,174.0,54,0.21,64,0.1,625.62224,72889969.0,0.659,12.0
Egypt,2010,48.0,70.0,173.0,54,0.22,64,0.1,625.62224,74238902.0,0.665,12.2
Egypt,2011,176.0,74.0,168.0,55,0.22,64,0.1,625.62224,75743440.0,0.671,12.4
Egypt,2012,211.0,72.0,165.0,54,0.23,64,0.1,625.62224,77116832.0,0.673,12.4
Egypt,2013,149.0,79.0,159.0,54,0.21,63,0.1,625.62224,78431389.0,0.681,12.8
Egypt,2014,88.0,78.0,161.0,53,0.21,62,0.1,625.62224,76981540.0,0.686,13.1
Egypt,2015,48.0,79.0,159.0,51,0.21,60,0.1,625.62224,78885166.0,0.688,13.1
El Salvador,2000,461.0,69.0,218.0,4,2.79,5,0.4,2238.4116,5867626.0,0.607,11.3
El Salvador,2001,514.0,68.9,219.0,4,2.88,4,0.4,2338.772244,595962.0,0.615,11.6
El Salvador,2002,436.0,73.0,24.0,3,2.97,4,0.4,248.4125,59433.0,0.621,11.8
El Salvador,2003,527.0,69.9,29.0,3,3.1,4,0.3,2519.737387,5971535.0,0.628,12.0
El Salvador,2004,464.0,70.0,215.0,3,2.9,3,0.3,2632.79942,6775.0,0.636,12.4
El Salvador,2005,455.0,71.0,213.0,3,2.77,3,0.2,2835.281237,628961.0,0.644,12.7
El Salvador,2006,411.0,75.0,211.0,3,2.77,3,0.2,362.951768,656478.0,0.651,12.9
El Salvador,2007,501.0,71.2,23.0,2,2.83,3,0.3,334.83817,683475.0,0.657,12.9
El Salvador,2008,490.0,71.7,194.0,2,2.68,3,0.3,357.347674,61131.0,0.659,13.4
El Salvador,2009,506.0,71.4,23.0,2,2.55,2,0.3,3366.482133,6137276.0,0.662,12.8
El Salvador,2010,399.0,72.0,191.0,2,2.36,2,0.3,3474.392445,6164626.0,0.662,12.9
El Salvador,2011,485.0,72.0,197.0,2,2.37,2,0.3,3736.58713,619256.0,0.666,13.0
El Salvador,2012,512.0,73.0,181.0,2,2.48,2,0.3,3827.786267,6221246.0,0.67,13.2
El Salvador,2013,484.0,73.0,184.0,2,2.42,2,0.2,3895.664491,625777.0,0.675,13.2
El Salvador,2014,386.0,73.3,181.0,2,2.52,2,0.2,3988.771871,6281189.0,0.676,13.2
Estonia,2000,377.0,78.0,218.0,0,0.01,0,0.1,47.32827,1396985.0,0.764,14.4
Estonia,2001,401.0,78.0,225.0,0,0.01,0,0.1,4498.95727,1388115.0,0.781,15.0
Estonia,2002,371.0,71.2,211.0,0,11.48,0,0.1,538.347781,137935.0,0.791,15.4
Estonia,2003,342.0,71.9,199.0,0,11.64,0,0.1,7174.237415,13772.0,0.798,15.6
Estonia,2004,323.0,72.3,195.0,0,15.07,0,0.1,885.465115,136255.0,0.805,15.7
Estonia,2005,273.0,72.8,189.0,0,15.52,0,0.1,1338.31322,1354775.0,0.812,15.9
Estonia,2006,247.0,73.0,188.0,0,16.58,0,0.1,12595.4165,134681.0,0.822,16.1
Estonia,2007,251.0,73.0,189.0,0,17.87,0,0.1,16586.452,13468.0,0.829,16.1
Estonia,2008,242.0,74.2,167.0,0,16.99,0,0.1,1894.5485,13379.0,0.835,16.1
Estonia,2009,269.0,74.9,156.0,0,15.04,0,0.1,14726.31828,1334515.0,0.836,16.1
Estonia,2010,223.0,75.6,137.0,0,14.97,0,0.1,14638.6482,1331475.0,0.833,16.2
Estonia,2011,218.0,76.1,138.0,0,0.01,0,0.1,17454.84342,1327439.0,0.838,16.4
Estonia,2012,237.0,76.3,135.0,0,0.01,0,0.1,17421.8922,1322696.0,0.85,16.5
Estonia,2013,218.0,76.9,127.0,0,0.01,0,0.1,1929.7746,1317997.0,0.856,16.5
Estonia,2014,241.0,77.3,122.0,0,0.01,0,0.1,19941.45532,1314545.0,0.86,16.5
Estonia,2015,195.0,77.6,119.0,0,0.01,0,0.1,1774.9291,131547.0,0.863,16.5
Fiji,2001,36.0,67.8,221.0,0,1.93,0,0.1,238.891729,814218.0,0.683,13.2
Fiji,2002,42.0,67.9,22.0,0,1.85,0,0.1,2259.55796,815691.0,0.687,13.3
Fiji,2003,10.0,68.0,22.0,0,1.76,0,0.1,2835.973972,816628.0,0.689,13.3
Fiji,2004,24.0,68.1,218.0,0,1.63,0,0.1,3332.918533,818354.0,0.691,13.4
Fiji,2005,22.0,68.3,214.0,0,2.02,0,0.1,3658.63832,821817.0,0.699,13.9
Fiji,2006,24.0,68.5,211.0,0,2.06,0,0.1,3749.939813,827411.0,0.695,14.0
Fiji,2007,13.0,68.6,29.0,0,2.09,0,0.1,478.82327,834812.0,0.698,14.2
Fiji,2008,37.0,68.7,26.0,0,1.95,0,0.1,4177.657789,84334.0,0.7,14.3
Fiji,2009,26.0,68.9,23.0,0,2.31,0,0.1,3369.48247,851967.0,0.704,14.5
Fiji,2011,38.0,69.2,197.0,0,0.01,0,0.1,4353.121392,86786.0,0.709,14.7
Fiji,2012,32.0,69.4,195.0,0,0.01,0,0.1,4546.73854,873596.0,0.714,14.9
Finland,2000,1165.0,77.5,15.0,0,8.59,0,0.1,24253.2542,517629.0,0.847,17.3
Finland,2001,1204.0,78.0,1.0,0,8.94,0,0.1,24913.24452,51888.0,0.856,17.7
Finland,2002,1095.0,78.1,98.0,0,9.25,0,0.1,26834.2625,52598.0,0.863,18.0
Finland,2003,1075.0,78.4,98.0,0,9.31,0,0.1,32816.1688,521314.0,0.866,18.1
Finland,2004,1064.0,78.7,12.0,0,9.89,0,0.1,37636.11173,5228172.0,0.869,18.3
Finland,2005,994.0,78.9,11.0,0,9.95,0,0.1,38969.17163,524696.0,0.864,17.1
Finland,2006,1062.0,79.2,96.0,0,10.15,0,0.1,4112.67651,5266268.0,0.869,17.2
Finland,2007,995.0,79.3,96.0,0,10.45,0,0.1,48288.5491,528872.0,0.873,17.2
Finland,2008,1033.0,79.6,94.0,0,10.26,0,0.1,5341.31487,5313399.0,0.876,17.1
Finland,2009,1034.0,79.7,91.0,0,9.96,0,0.1,4717.15571,5338871.0,0.878,17.0
Finland,2010,954.0,79.9,89.0,0,9.72,0,0.1,4622.41516,5363352.0,0.874,16.8
Finland,2011,912.0,83.0,86.0,0,9.81,0,0.1,579.72415,5388272.0,0.878,16.9
Finland,2012,873.0,84.0,82.0,0,9.24,0,0.1,47415.55987,5413971.0,0.884,17.0
Finland,2013,887.0,87.0,79.0,0,8.97,0,0.1,49638.7713,5438972.0,0.887,17.0
Finland,2014,789.0,89.0,78.0,0,8.8,0,0.1,49914.61864,5461512.0,0.89,17.0
Finland,2015,731.0,81.1,76.0,0,8.8,0,0.1,4245.39744,5479531.0,0.893,17.0
France,2000,10849.0,78.8,13.0,3,13.63,4,0.1,22465.64184,6912498.0,0.844,15.7
France,2001,10449.0,79.0,13.0,3,13.89,4,0.1,22527.31775,61357431.0,0.849,15.6
France,2002,10643.0,79.2,11.0,3,13.78,4,0.1,24275.2426,6185267.0,0.851,15.5
France,2003,10871.0,79.3,99.0,3,13.49,4,0.1,29691.18158,62244884.0,0.852,15.4
France,2004,10804.0,82.0,94.0,3,13.18,4,0.1,33874.74255,6274897.0,0.857,15.5
France,2005,10713.0,81.0,93.0,3,12.2,4,0.1,34879.72633,63179356.0,0.86,15.5
France,2006,10423.0,86.0,92.0,3,12.4,4,0.1,36544.5853,63621376.0,0.87,16.1
France,2007,10127.0,89.0,89.0,3,12.2,3,0.1,416.58397,6416229.0,0.873,16.1
France,2008,10353.0,89.0,88.0,3,11.9,3,0.1,45413.6571,6437499.0,0.877,16.1
France,2009,10499.0,81.1,88.0,3,11.8,3,0.1,41631.13141,647744.0,0.879,16.0
France,2010,10379.0,81.3,86.0,3,11.7,3,0.1,473.34279,6527512.0,0.879,16.0
France,2011,10408.0,81.7,83.0,3,11.8,3,0.1,4381.288,65342776.0,0.882,16.1
France,2012,9743.0,81.5,83.0,3,11.5,3,0.1,4838.2444,6565979.0,0.885,16.1
France,2013,9600.0,82.0,81.0,3,11.1,3,0.1,42554.1225,6599857.0,0.887,16.2
France,2014,8881.0,82.2,79.0,3,11.5,3,0.1,42955.24287,66331957.0,0.89,16.2
Georgia,2000,130.0,71.8,129.0,2,3.28,2,0.1,691.997711,44183.0,0.0,11.4
Georgia,2001,100.0,73.0,121.0,2,2.76,2,0.1,733.974142,43864.0,0.673,11.7
Georgia,2004,175.0,72.3,134.0,1,3.74,1,0.1,127.367228,4245.0,0.694,12.0
Georgia,2005,87.0,73.9,128.0,1,4.7,1,0.1,153.57521,419.0,0.703,12.2
Georgia,2006,72.0,73.9,126.0,1,6.18,1,0.1,1872.68416,4136.0,0.714,12.6
Georgia,2007,104.0,74.4,12.0,1,8.65,1,0.1,2492.12878,482.0,0.722,12.5
Georgia,2009,188.0,73.2,133.0,1,6.66,1,0.1,276.588512,3978.0,0.734,12.8
Georgia,2010,112.0,73.8,132.0,1,7.24,1,0.1,2964.47734,3926.0,0.738,13.3
Georgia,2011,99.0,73.9,127.0,1,8.14,1,0.1,3725.63221,3875.0,0.742,13.3
Georgia,2012,104.0,74.2,13.0,1,7.71,1,0.1,4142.869175,3825.0,0.749,13.4
Georgia,2013,157.0,74.5,128.0,1,5.91,1,0.1,4274.376857,3776.0,0.755,13.5
Georgia,2014,194.0,74.5,125.0,1,6.13,1,0.1,4429.6575,3727.0,0.759,13.5
Georgia,2015,192.0,74.4,129.0,1,6.13,1,0.1,3764.64912,37171.0,0.768,13.9
Germany,2000,11073.0,78.0,95.0,3,12.91,4,0.1,23718.7467,8221158.0,0.855,16.2
Germany,2001,11167.0,78.3,92.0,3,12.46,4,0.1,23687.31689,82349925.0,0.86,16.2
Germany,2002,11176.0,78.4,91.0,3,12.25,4,0.1,2525.16445,82488495.0,0.867,16.3
Germany,2003,11155.0,78.5,9.0,3,11.92,4,0.1,3359.95215,82534176.0,0.872,16.3
Germany,2004,10741.0,79.1,86.0,3,11.83,3,0.1,34165.9343,8251626.0,0.877,16.4
Germany,2005,10270.0,79.2,85.0,3,11.67,3,0.1,34696.6292,82469422.0,0.884,16.4
Germany,2006,9775.0,79.6,84.0,3,11.76,3,0.1,36447.87232,82376451.0,0.892,16.5
Germany,2007,9409.0,79.8,82.0,3,11.5,3,0.1,41814.8191,82266372.0,0.898,16.6
Germany,2008,9459.0,79.9,8.0,2,11.36,3,0.1,45699.19832,821197.0,0.903,16.6
Germany,2009,9579.0,80.0,79.0,2,11.22,3,0.1,41732.7725,819237.0,0.906,16.7
Germany,2010,10030.0,81.0,76.0,2,11.2,3,0.1,41785.55691,8177693.0,0.907,16.7
Germany,2011,10153.0,85.0,74.0,2,11.2,3,0.1,4681.32796,8274983.0,0.912,16.8
Germany,2012,9896.0,86.0,71.0,2,11.18,3,0.1,4465.24891,8425823.0,0.916,16.9
Germany,2013,10091.0,86.0,71.0,2,10.94,3,0.1,4653.91143,864565.0,0.919,16.9
Germany,2014,10217.0,89.0,69.0,2,11.03,3,0.1,4792.65288,89825.0,0.92,17.0
Germany,2015,10088.0,81.0,68.0,2,11.03,3,0.1,41176.88158,81686611.0,0.924,17.1
Greece,2000,382.0,78.2,84.0,1,8.48,1,0.1,1242.95373,18588.0,0.794,13.9
Greece,2001,334.0,78.7,83.0,1,8.62,1,0.1,12538.17883,1862132.0,0.801,14.2
Greece,2002,323.0,79.0,81.0,1,8.09,1,0.1,1411.31339,19222.0,0.811,14.6
Greece,2003,375.0,79.1,81.0,0,9.46,1,0.1,18477.57841,19287.0,0.823,15.2
Greece,2004,353.0,79.2,81.0,0,9.56,1,0.1,21955.149,1955141.0,0.83,15.3
Greece,2005,400.0,79.3,81.0,0,9.95,1,0.1,22551.73574,1987314.0,0.839,15.6
Greece,2006,394.0,79.7,77.0,0,9.42,1,0.1,2481.15781,112362.0,0.85,16.3
Greece,2007,328.0,79.4,8.0,0,9.67,0,0.1,28827.32636,1148473.0,0.855,16.4
Greece,2008,373.0,79.9,77.0,0,9.51,0,0.1,31997.2821,1177841.0,0.853,15.9
Greece,2009,391.0,80.0,78.0,0,9.08,0,0.1,2971.973,111717.0,0.857,16.2
Greece,2010,377.0,83.0,76.0,0,9.0,0,0.1,26917.75898,11121341.0,0.859,16.4
Greece,2011,477.0,85.0,76.0,0,8.02,0,0.1,25916.29353,1114899.0,0.86,16.7
Greece,2012,508.0,84.0,76.0,0,8.2,0,0.1,22242.68193,114511.0,0.858,16.8
Greece,2013,533.0,86.0,74.0,0,7.46,0,0.1,21874.8195,1965211.0,0.86,17.1
Greece,2014,565.0,88.0,73.0,0,7.53,0,0.1,21673.7817,1892413.0,0.862,17.2
Greece,2015,529.0,81.0,72.0,0,7.53,0,0.1,187.78991,182883.0,0.865,17.2
Grenada,2001,0.0,77.0,178.0,0,9.61,0,0.1,519.958715,91415.0,0.0,14.3
Grenada,2002,0.0,79.0,176.0,0,10.71,0,0.1,5292.232379,91908.0,0.0,14.4
Grenada,2003,4.0,71.1,173.0,0,9.75,0,0.1,5773.73577,92567.0,0.0,14.6
Grenada,2004,1.0,73.0,187.0,0,8.43,0,0.1,5836.17763,93202.0,0.0,14.8
Grenada,2005,6.0,71.5,169.0,0,8.8,0,0.1,6754.512393,93685.0,0.0,14.9
Grenada,2006,1.0,71.7,167.0,0,9.06,0,0.1,6764.722867,94126.0,0.0,15.1
Grenada,2007,3.0,71.9,164.0,0,9.06,0,0.1,7322.596862,94418.0,0.0,15.3
Grenada,2008,0.0,72.1,162.0,0,8.92,0,0.1,7946.944346,94585.0,0.0,15.4
Grenada,2009,0.0,72.4,158.0,0,8.42,0,0.1,7395.88125,94746.0,0.0,15.6
Grenada,2010,0.0,72.6,154.0,0,7.91,0,0.1,7365.666659,94980.0,0.0,15.8
Grenada,2011,1.0,72.9,15.0,0,7.84,0,0.1,741.48438,95102.0,0.741,15.8
Grenada,2012,2.0,73.1,146.0,0,8.07,0,0.1,7583.1872,95426.0,0.744,15.8
Grenada,2013,0.0,73.3,144.0,0,8.25,0,0.1,7955.615985,95876.0,0.746,15.8
Grenada,2014,0.0,73.5,143.0,0,8.42,0,0.1,8569.776998,96393.0,0.749,15.8
Grenada,2015,0.0,73.6,142.0,0,8.42,0,0.1,9212.192824,96892.0,0.751,15.8
Guatemala,2000,182.0,67.7,221.0,17,2.63,21,0.2,1655.596261,1165743.0,0.539,8.2
Guatemala,2001,202.0,68.4,211.0,16,2.53,20,0.3,1568.376276,11924946.0,0.546,8.5
Guatemala,2002,258.0,69.3,21.0,16,2.41,20,0.3,171.771491,1228848.0,0.553,8.8
Guatemala,2003,253.0,69.4,24.0,15,2.45,19,0.4,1753.349471,125478.0,0.56,9.0
